Wavelength(nm),Delta_epsilon(M^-1 cm^-1)
202.0,-12.07828136508422
202.39464882943145,-12.261841569697971
202.78929765886286,-12.40181792162785
203.1839464882943,-12.494245865234815
203.57859531772576,-12.535243735718183
203.9732441471572,-12.521051794489706
204.36789297658862,-12.448072314271469
204.76254180602007,-12.312910313012098
205.1571906354515,-12.11241450829102
205.55183946488296,-11.843718041294823
205.94648829431438,-11.504278502204619
206.34113712374582,-11.091916777354703
206.73578595317727,-10.604854233152
207.1304347826087,-10.041747752730497
207.52508361204013,-9.401722148811768
207.91973244147158,-8.684399490302905
208.31438127090303,-7.8899249007460615
208.70903010033447,-7.01898841369064
209.10367892976586,-6.072842503159069
209.4983277591973,-5.053314946283573
209.89297658862876,-3.96281671949606
210.2876254180602,-2.804344678859379
210.68227424749165,-1.5814788286801968
211.0769230769231,-0.2983740398165179
211.47157190635454,1.0402538605901486
211.86622073578593,2.429147643572618
212.26086956521738,3.8625338283662702
212.65551839464882,5.3341533143366595
213.05016722408027,6.837297316062866
213.44481605351172,8.36484835851998
213.83946488294316,9.909326026553828
214.23411371237458,11.46293710242311
214.62876254180603,13.017629667877616
215.02341137123744,14.565150693770812
215.4180602006689,16.09710659130383
215.81270903010034,17.605026155322957
216.20735785953178,19.080425292300884
216.6020066889632,20.514872894287997
216.99665551839465,21.900057195775883
217.3913043478261,23.227851933523823
217.78595317725754,24.4903816203773
218.18060200668896,25.680085243262436
218.5752508361204,26.789777703122095
218.96989966555185,27.812708330706137
219.36454849498327,28.742615836893698
219.7591973244147,29.57377908952863
220.15384615384616,30.30106315042874
220.5484949832776,30.919960055973377
220.94314381270905,31.42662388205497
221.33779264214047,31.817899698643416
221.73244147157192,32.091346090072676
222.12709030100336,32.245250993595945
222.52173913043475,32.27864068983172
222.9163879598662,32.19128186338548
223.31103678929765,31.98367673901051
223.7056856187291,31.65705138691968
224.10033444816054,31.21333737894323
224.49498327759198,30.655147063764062
224.88963210702343,29.98574281303826
225.28428093645482,29.209000669401227
225.67892976588627,28.32936890077331
226.0735785953177,27.351822031671325
226.46822742474916,26.281810980132178
226.8628762541806,25.125209977223104
227.25752508361205,23.88826098393262
227.6521739130435,22.57751634667356
228.04682274247494,21.199780447042908
228.44147157190633,19.762051103439614
228.83612040133778,18.271461471462448
229.23076923076923,16.73522316674425
229.62541806020067,15.160571298340015
230.0200668896321,13.554712053554614
230.41471571906354,11.924773416985097
230.80936454849498,10.27775953863795
231.20401337792643,8.620509189546219
231.59866220735785,6.959658659859306
231.9933110367893,5.301609365562364
232.38795986622074,3.6525003376183705
232.7826086956522,2.0181856732999424
233.1772575250836,0.40421693576793655
233.57190635451505,-1.1841696034911777
233.9665551839465,-2.742061071985811
234.36120401337791,-4.26487172709141
234.75585284280936,-5.74834265765167
235.1505016722408,-7.188537867536423
235.54515050167225,-8.581837205755598
235.9397993311037,-9.92492664931893
236.3344481605351,-11.214786474025908
236.72909698996654,-12.448677864246482
237.12374581939798,-13.62412851529338
237.51839464882943,-14.738917771315629
237.91304347826087,-15.79106181817647
238.30769230769232,-16.778799415269255
238.70234113712377,-17.70057860370482
239.0969899665552,-18.5550447720675
239.4916387959866,-19.341030396530428
239.88628762541805,-20.057546701266318
240.2809364548495,-20.7037774096725
240.67558528428094,-21.279074678931497
241.0702341137124,-21.782957231876683
241.46488294314383,-22.215110623061037
241.85953177257528,-22.57538950230024
242.25418060200667,-22.863821670640117
242.64882943143812,-23.080613662388018
243.04347826086956,-23.22615753404428
243.43812709030098,-23.301038497935327
243.83277591973243,-23.3060430060681
244.22742474916387,-23.242166868886862
244.62207357859532,-23.110622984594926
245.01672240802677,-22.912848257561556
245.41137123745818,-22.650509298812185
245.80602006688963,-22.32550652712603
246.20066889632108,-21.939976325001847
246.5953177257525,-21.49629094856866
246.98996655518394,-20.997055943107032
247.3846153846154,-20.445104874666605
247.77926421404683,-19.84349125167908
248.17391304347828,-19.195477576720506
248.5685618729097,-18.5045215358902
248.96321070234114,-17.774259399872665
249.35785953177256,-17.008486774920737
249.752508361204,-16.211136902131813
250.14715719063545,-15.386256758032712
250.5418060200669,-14.537981257358656
250.93645484949832,-13.67050589896035
251.33110367892976,-12.788058227172435
251.7257525083612,-11.89486850317202
252.1204013377926,-10.995139993539711
252.51505016722405,-10.093019286377816
252.9096989966555,-9.192567039157305
253.30434782608694,-8.297729547419191
253.69899665551839,-7.412311500225319
254.09364548494983,-6.5399502577159065
254.48829431438128,-5.684091949317568
254.88294314381267,-4.847969649217829
255.27759197324417,-4.034583839933171
255.67224080267556,-3.2466853264410322
256.066889632107,-2.4867607137448378
256.46153846153845,-1.7570205111750208
256.8561872909699,-1.0593898784324531
257.25083612040135,-0.3955019824969516
257.64548494983273,0.2333061079276324
258.04013377926424,0.8259951018844396
258.4347826086956,1.3818228840771862
258.8294314381271,1.9003418031994088
259.2240802675585,2.3813940440860177
259.61872909698997,2.825105292290072
260.0133779264214,3.2318769085923074
