Wavelength(nm),Delta_epsilon(M^-1 cm^-1)
202.0,7.0929456710157845
202.39464882943145,7.167691241563473
202.78929765886286,7.22006341946609
203.18394648829428,7.247784460899927
203.57859531772573,7.248625408213977
203.97324414715717,7.220439437721491
204.36789297658862,7.161195540898519
204.76254180602007,7.069011929998543
205.1571906354515,6.942188644764304
205.55183946488296,6.779238931027819
205.94648829431438,6.578919043162716
206.3411371237458,6.340256170271942
206.73578595317724,6.062574185140132
207.1304347826087,5.745516857884986
207.52508361204013,5.389068065629263
207.91973244147155,4.99356837890988
208.31438127090297,4.559727238165903
208.70903010033447,4.088629779733844
209.1036789297659,3.5817372636773097
209.4983277591973,3.040880027421205
209.89297658862876,2.4682419655641374
210.2876254180602,1.8663357336286792
210.68227424749165,1.237968195621281
211.07692307692307,0.5861960721409623
211.47157190635448,-0.08572772592467123
211.86622073578593,-0.7744160082350225
212.26086956521738,-1.4764157926280461
212.65551839464882,-2.1882811394805994
213.05016722408024,-2.906647625513577
213.44481605351172,-3.6283054043668295
213.83946488294316,-4.350267627787072
214.23411371237458,-5.069831029674342
214.62876254180603,-5.784625722154802
215.02341137123744,-6.49265171877855
215.4180602006689,-7.192300366996451
215.81270903010034,-7.882359702983757
216.20735785953175,-8.562003680673447
216.6020066889632,-9.230766201909477
216.99665551839462,-9.888501804273625
217.3913043478261,-10.535335663736836
217.78595317725754,-11.171606164792175
218.18060200668896,-11.797803622471276
218.5752508361204,-12.41450877562069
218.96989966555185,-13.022334406913059
219.36454849498327,-13.621872912089788
219.7591973244147,-14.213651897090116
220.15384615384613,-14.798099006059129
220.54849498327758,-15.375516265341082
220.94314381270902,-15.946063357363574
221.33779264214044,-16.50974849173091
221.7324414715719,-17.066424978097572
222.12709030100336,-17.615791262784757
222.5217391304348,-18.157392081592413
222.91638795986623,-18.690618497243015
223.31103678929765,-19.21470490815184
223.7056856187291,-19.72872160259344
224.10033444816054,-20.231562050805042
224.49498327759198,-20.721924837733557
224.8896321070234,-21.198290901628113
225.28428093645482,-21.658897518727397
225.67892976588627,-22.10171122003219
226.07357859531774,-22.524402496859036
226.46822742474916,-22.924325697007923
226.8628762541806,-23.298507878460715
227.25752508361205,-23.643650517112583
227.6521739130435,-23.956147807885802
228.04682274247492,-24.232124814353234
228.44147157190633,-24.46749788884208
228.83612040133778,-24.65805860677044
229.23076923076923,-24.799580971357386
229.62541806020067,-24.887949919052073
230.0200668896321,-24.919307299412488
230.4147157190635,-24.89020965580856
230.80936454849495,-24.797790459998705
231.20401337792643,-24.63991813089184
231.59866220735785,-24.415340366544715
231.9933110367893,-24.123805183158527
232.38795986622074,-23.766149681772383
232.7826086956522,-23.344348980785714
233.1772575250836,-22.861519906720197
233.57190635451502,-22.32187678667719
233.96655518394647,-21.73063981466386
234.36120401337791,-21.0938996924128
234.75585284280936,-20.418445267798734
235.1505016722408,-19.711563414989065
235.54515050167225,-18.980822173627214
235.9397993311037,-18.233849025434104
236.33444816053512,-17.4781160750889
236.72909698996654,-16.720742867327846
237.12374581939798,-15.968325762482785
237.51839464882943,-15.226800431708956
