Wavelength(nm),Delta_epsilon(M^-1 cm^-1)
202.0,-6.083473954518644
202.39464882943145,-7.187764341691469
202.78929765886286,-8.453666843059288
203.18394648829428,-9.886098663790571
203.57859531772573,-11.485757111793774
203.97324414715717,-13.248363870393268
204.36789297658862,-15.164077620030245
204.76254180602007,-17.217143185016578
205.1571906354515,-19.38583049107145
205.55183946488296,-21.642693762913016
205.94648829431438,-23.955153311164178
206.3411371237458,-26.28637276179091
206.73578595317724,-28.59637787358733
207.1304347826087,-30.84334303379895
207.52508361204013,-32.98496097124843
207.91973244147155,-34.979811507717336
208.31438127090297,-36.788655788026816
208.70903010033447,-38.37560104852108
209.1036789297659,-39.70910373028876
209.4983277591973,-40.76280089764712
209.89297658862876,-41.51617692707359
210.2876254180602,-41.95508103047786
210.68227424749165,-42.07211034588799
211.07692307692307,-41.86686464564035
211.47157190635448,-41.346065948662456
211.86622073578593,-40.52352434036914
212.26086956521738,-39.419924614824474
212.65551839464882,-38.06240986218881
213.05016722408024,-36.48394844153193
213.44481605351172,-34.7224882668006
213.83946488294316,-32.81992371924693
214.23411371237458,-30.820921751076007
214.62876254180603,-28.77167091651115
215.02341137123744,-26.718626956694788
215.4180602006689,-24.707329171149148
215.81270903010034,-22.78135260931594
216.20735785953175,-20.98144318725762
216.6020066889632,-19.344858758141946
216.99665551839462,-17.904912675874638
217.3913043478261,-16.690691776878914
217.78595317725754,-15.726902043006424
218.18060200668896,-15.033785593709295
218.5752508361204,-14.627053582731438
218.96989966555185,-14.51779061163189
219.36454849498327,-14.712305103639745
219.7591973244147,-15.21192293083892
220.15384615384613,-16.01274395856068
220.54849498327758,-17.105398758797364
220.94314381270902,-18.474852333043433
221.33779264214044,-20.100301821202613
221.7324414715719,-21.955206467395666
222.12709030100336,-24.00747309295459
222.5217391304348,-26.219802866518258
222.91638795986623,-28.55018959431749
223.31103678929765,-30.95254982773001
223.7056856187291,-33.37746297516758
224.10033444816054,-35.77300523205488
224.49498327759198,-38.08567202291669
224.8896321070234,-40.261395410015105
225.28428093645482,-42.2466704246542
225.67892976588627,-43.989803086708115
226.07357859531774,-45.44228066770029
226.46822742474916,-46.56024219779326
226.8628762541806,-47.30599808500711
227.25752508361205,-47.64951808277501
227.6521739130435,-47.56978362699177
228.04682274247492,-47.0558897644362
228.44147157190633,-46.10778703716852
228.83612040133778,-44.736574939263065
229.23076923076923,-42.964292782112025
229.62541806020067,-40.82319550350735
230.0200668896321,-38.354544818241806
230.4147157190635,-35.60698453143688
230.80936454849495,-32.63459897006738
231.20401337792643,-29.49477350522737
231.59866220735785,-26.24598581045191
