Wavelength(nm),Delta_epsilon(M^-1 cm^-1)
205.0,-24.029256595014015
205.4849498327759,-24.86045889397075
205.9698996655518,-25.675193516422354
206.4548494983277,-26.4649327713695
206.9397993311037,-27.22030680680788
207.4247491638796,-27.93119820510704
207.90969899665558,-28.586888608467458
208.39464882943147,-29.176261786571754
208.87959866220737,-29.688064159216513
209.36454849498327,-30.111219321008978
209.84949832775916,-30.43518781802112
210.33444816053506,-30.65035770972481
210.81939799331107,-30.74844589641041
211.30434782608697,-30.722885520651026
211.78929765886295,-30.569171742375943
212.27424749163885,-30.285137573469147
212.75919732441474,-29.871133781358616
213.24414715719064,-29.330092333177657
213.72909698996654,-28.667461194534685
214.21404682274243,-27.891008755547958
214.69899665551833,-27.01050752049509
215.18394648829434,-26.037317480240638
215.66889632107024,-24.98389828702577
216.15384615384622,-23.8632847424368
216.6387959866221,-22.688561488654372
217.123745819398,-21.472370124359305
217.6086956521739,-20.226475878641875
218.0936454849498,-18.961412617105758
218.5785953177257,-17.68621574357636
219.06354515050168,-16.40824390294191
219.5484949832776,-15.133083420883567
220.0334448160535,-13.86452483134533
220.51839464882949,-12.604598842531571
221.00334448160538,-11.353659426066347
221.48829431438128,-10.110503800504732
221.97324414715717,-8.872522162481237
222.45819397993307,-7.635873313202132
222.94314381270897,-6.395685144265081
223.42809364548498,-5.146280763444594
223.91304347826087,-3.881431541094389
224.39799331103686,-2.5946374334312723
224.88294314381275,-1.2794326786406265
225.36789297658865,0.07028837051185945
225.85284280936455,1.459934501284701
226.33779264214044,2.8938833059644455
226.82274247491634,4.3751661586786375
227.30769230769232,5.905191793880102
227.79264214046822,7.48352835078531
228.2775919732441,9.107762031687306
228.76254180602012,10.773446299209327
229.24749163879602,12.474148953098439
229.73244147157192,14.20159603968682
230.2173913043478,15.945902306642594
230.7023411371237,17.695869050270364
231.1872909698996,19.43932302385296
231.67224080267562,21.163465737515054
232.1571906354515,22.855201748651858
232.64214046822747,24.50141763299827
233.1270903010034,26.089189857437926
233.6120401337793,27.605908844433642
234.09698996655518,29.039316885633045
234.58193979933108,30.377467891180974
235.06688963210698,31.608626046589254
235.55183946488296,32.721127390932544
236.03678929765886,33.7032326183433
236.52173913043475,34.54300091237739
237.00668896321076,35.22821353038384
237.49163879598666,35.746372536862154
237.97658862876256,36.084794989909874
238.46153846153845,36.23081643861287
238.94648829431435,36.172110132557066
239.43143812709025,35.897120119611714
239.91638795986626,35.39559759131955
240.40133779264215,34.65922061305282
240.8862876254181,33.682268046655665
241.371237458194,32.462309547777224
241.85618729096993,31.00086578723404
242.34113712374582,29.303987560826442
242.82608695652172,27.382700422696566
243.31103678929762,25.253264044213523
243.7959866220736,22.93720344649216
244.2809364548495,20.46108271211956
244.7658862876254,17.856010023998834
245.2508361204014,15.156884279543682
245.7357859531773,12.401415726336193
246.2207357859532,9.62897332695511
246.7056856187291,6.879327257116936
247.190635451505,4.191364031129484
247.67558528428088,1.6018531464961052
248.1605351170569,-0.855662115566013
248.6454849498328,-3.1517899005541827
249.13043478260875,-5.261988607883321
249.61538461538464,-7.16701666967639
250.10033444816054,-8.85313026304071
250.58528428093646,-10.312043455430858
251.07023411371236,-11.540679190548035
251.55518394648826,-12.540749018010972
252.04013377926424,-13.318204416810485
252.52508361204013,-13.882603376628083
253.01003344481603,-14.246433378415743
253.49498327759204,-14.424427036402218
253.97993311036794,-14.432900412724603
254.46488294314383,-14.289137247163127
254.94983277591973,-14.010835705115905
255.43478260869563,-13.61562816054773
255.91973244147152,-13.120679226359847
256.40468227424753,-12.542362811237751
256.88963210702343,-11.896015424980384
257.3745819397993,-11.195760239980924
257.8595317725753,-10.45439449659895
258.3444816053512,-9.683331657826711
258.8294314381271,-8.892589203784636
259.314381270903,-8.090813018674858
259.7993311036789,-7.285329848399899
260.2842809364549,-6.482220164563848
260.7692307692308,-5.686404821940808
261.25418060200667,-4.901740012023926
261.7391304347827,-4.131116087842006
262.2240802675586,-3.3765567904591185
262.7090301003345,-2.6393162079150887
263.19397993311037,-1.9199714399199237
263.67892976588627,-1.2185094504239704
264.16387959866216,-0.5344070049406774
264.6488294314381,0.13329704710175555
265.133779264214,0.7859375381752057
265.61872909698997,1.4251668415954477
266.1036789297659,2.052906518455438
266.5886287625418,2.6713061111418464
267.0735785953177,3.282708144747455
267.5585284280936,3.8896181662387845
268.0434782608695,4.494678507410287
268.5284280936455,5.100644414171187
269.0133779264214,5.7103612442109695
269.4983277591973,6.326741591297869
269.9832775919733,6.9527414341209886
