Wavelength(nm),Δε_Gaussian
202,-23.3306963141166
202.394648829431,-24.7758752229004
202.789297658863,-26.189588430674
203.183946488294,-27.553775659891
203.578595317726,-28.8493058413589
203.973244147157,-30.0561938804943
204.367892976589,-31.1538498412237
204.76254180602,-32.1213567483136
205.157190635451,-32.9377722048766
205.551839464883,-33.5824481292997
205.946488294314,-34.0353621745799
206.341137123746,-34.2774538379042
206.735785953177,-34.2909579273091
207.130434782609,-34.0597279449659
207.52508361204,-33.5695420828115
207.919732441472,-32.8083849050191
208.314381270903,-31.7666984014041
208.709030100334,-30.4375969138992
209.103678929766,-28.817041432607
209.498327759197,-26.9039698882277
209.892976588629,-24.700381287105
210.28762541806,-22.2113727928607
210.682274247492,-19.4451301022696
211.076923076923,-16.4128726414747
211.471571906355,-13.1287561745021
211.866220735786,-9.60973632824077
212.260869565217,-5.87539726390534
212.655518394649,-1.94775024187797
213.05016722408,2.14899287679212
213.444816053512,6.38866607290035
213.839464882943,10.7434105690387
214.234113712375,15.1839465197595
214.628762541806,19.6798507992976
215.023411371237,24.1998372852448
215.418060200669,28.7120367004381
215.8127090301,33.1842737658043
216.207357859532,37.5843400880947
216.602006688963,41.8802618151422
216.996655518395,46.0405615996277
217.391304347826,50.0345147896666
217.785953177258,53.8323999891916
218.180602006689,57.4057441914168
218.57525083612,60.7275625835934
218.969899665552,63.7725928602252
219.364548494983,66.517523484238
219.759197324415,68.9412148292728
220.153846153846,71.0249115564131
220.548494983278,72.7524439654256
220.943143812709,74.110415457011
221.33779264214,75.0883726922308
221.732441471572,75.678954579908
222.127090301003,75.8780159001458
222.521739130435,75.684721213879
222.916387959866,75.1016047386523
223.311036789298,74.1345921047894
223.705685618729,72.7929803492618
224.100334448161,71.089373152388
224.494983277592,69.0395691605979
224.889632107023,66.6624022433179
225.284280936455,63.9795336717474
225.678929765886,61.0151974433265
226.073578595318,57.7959012643064
226.468227424749,54.3500869970362
226.862876254181,50.7077556301606
227.257525083612,46.9000629913504
227.652173913043,42.9588934486997
228.046822742475,38.9164196981895
228.441471571906,34.8046573763867
228.836120401338,30.6550236429771
229.230769230769,26.4979090282453
229.625418060201,22.3622717266388
230.020066889632,18.275263138739
230.414715719064,14.2618928289747
230.809364548495,10.3447401926631
231.204013377926,6.54371903859486
231.598662207358,2.87590002449419
231.993311036789,-0.644605530190389
232.387959866221,-4.00669844477347
232.782608695652,-7.20228065460151
233.177257525084,-10.2261815137617
233.571906354515,-13.076024124176
233.966555183946,-15.752035868019
234.361204013378,-18.2568086797593
234.755852842809,-20.5950158006114
235.150501672241,-22.7730927806121
235.545150501672,-24.7988913064536
235.939799331104,-26.6813150173271
236.334448160535,-28.4299468136024
236.729096989967,-30.0546772579513
237.123745819398,-31.5653435157668
237.518394648829,-32.9713878879304
237.913043478261,-34.2815443664834
238.307692307692,-35.5035608103924
238.702341137124,-36.6439633170632
239.096989966555,-37.7078681825882
239.491638795987,-38.6988455306718
239.886287625418,-39.6188372805248
240.280936454849,-40.4681306538614
240.675585284281,-41.2453869281706
241.070234113712,-41.9477236661224
241.464882943144,-42.5708472277802
241.859531772575,-43.1092310407427
242.254180602007,-43.5563338991441
242.648829431438,-43.9048515185612
243.04347826087,-44.1469937195449
243.438127090301,-44.2747789723339
243.832775919732,-44.2803376284373
244.227424749164,-44.1562150040195
244.622073578595,-43.8956655713095
245.016722408027,-43.4929298561024
245.411371237458,-42.9434862227243
245.80602006689,-42.2442705358423
246.200668896321,-41.3938576971507
246.595317725752,-40.3926002333741
246.989966555184,-39.2427204234514
247.384615384615,-37.9483538556445
247.779264214047,-36.515543754725
248.173913043478,-34.9521868685371
248.56856187291,-33.2679331052106
248.963210702341,-31.4740424217722
249.357859531773,-29.5832036399142
249.752508361204,-27.609320868166
250.147157190635,-25.5672740110941
250.541806020067,-23.4726604223393
250.936454849498,-21.3415250947328
251.33110367893,-19.1900868718016
251.725752508361,-17.0344680141555
252.120401337793,-14.8904340739063
252.515050167224,-12.7731504408999
252.909698996655,-10.6969611539023
253.304347826087,-8.67519465160071
253.698996655518,-6.72000011039451
254.09364548495,-4.84221691921691
254.488294314381,-3.05127871775842
254.882943143813,-1.35515231439686
255.277591973244,0.239689257583204
255.672240802676,1.72826125764811
256.066889632107,3.10703189596241
256.461538461538,4.37386041236473
256.85618729097,5.52791241481656
257.250836120401,6.56955670717966
257.645484949833,7.50024805867323
258.040133779264,8.32240042497913
258.434782608696,9.03925503385444
258.829431438127,9.65474751165558
259.224080267558,10.173377871008
259.61872909699,10.6000867266945
260.013377926421,10.9401405813167
260.408026755853,11.1990284497874
260.802675585284,11.3823714971984
261.197324414716,11.4958467716564
261.591973244147,11.545125543571
261.986622073579,11.535826233948
262.38127090301,11.4734814413382
262.775919732441,11.3635181713451
263.170568561873,11.2112500412293
263.565217391304,11.021879978661
263.959866220736,10.8005117579951
264.354515050167,10.5521686163751
264.749163879599,10.2818171596401
265.14381270903,9.99439479640994
265.538461538462,9.6948390183455
265.933110367893,9.38811696496803
266.327759197324,9.07925386177191
266.722408026756,8.77335909004827
267.117056856187,8.47564882588011
267.511705685619,8.19146436521528
267.90635451505,7.92628542417493
268.301003344482,7.68573786274543
268.695652173913,7.47559542134972
269.090301003345,7.30177518082485
269.484949832776,7.17032655603651
269.879598662207,7.08741371229372
270.274247491639,7.05929135382994
270.66889632107,7.09227387801252
271.063545150502,7.19269792168581
271.458193979933,7.36687835185965
271.852842809365,7.62105777692332
272.247491638796,7.96134968189366
