Wavelength(nm),Δε_Gaussian
205,-174.318827848427
205.484949832776,-188.378285367755
205.969899665552,-201.931566317503
206.454849498328,-214.656833593931
206.939799331104,-226.213523074831
207.42474916388,-236.251777480639
207.909698996655,-244.423572776727
208.394648829431,-250.395207197686
208.879598662207,-253.860697950736
209.364548494983,-254.555519118396
209.849498327759,-252.270026237029
210.334448160535,-246.861857764755
210.819397993311,-238.266588815906
211.304347826087,-226.505943279354
211.789297658863,-211.692948712136
212.274247491639,-194.033542527272
212.759197324415,-173.82430252752
213.244147157191,-151.446170781724
213.729096989967,-127.354255232513
214.214046822742,-102.064014209768
214.698996655518,-76.1343401776037
215.183946488294,-50.1482458073126
215.66889632107,-24.6920046043768
216.153846153846,-0.333699223681716
216.638795986622,22.3978237914052
217.123745819398,43.032606798997
217.608695652174,61.1769250209755
218.09364548495,76.527526653876
218.578595317726,88.8821382080476
219.063545150502,98.1457994904126
219.548494983278,104.33280604516
220.033444816054,107.564254644518
220.518394648829,108.061396455844
221.003344481605,106.135191182358
221.488294314381,102.172614392376
221.973244147157,96.6203927151787
222.458193979933,89.9669237641929
222.943143812709,82.7231785213036
223.428093645485,75.4033849566158
223.913043478261,68.5062564017399
224.397993311037,62.497461705084
224.882943143813,57.7939425171492
225.367892976589,54.7505726948562
225.852842809364,53.6495323301382
226.337792642141,54.6926405669377
226.822742474916,57.9967629308595
227.307692307692,63.5922854751047
227.792642140468,71.4245340594127
228.277591973244,81.3579162145869
228.76254180602,93.1824782609069
229.247491638796,106.622503859332
229.732441471572,121.346733429653
230.217391304348,136.979757518508
230.702341137124,153.114131052403
231.1872909699,169.322768414497
231.672240802676,185.171209534118
232.157190635451,200.229391976674
232.642140468227,214.082619998546
233.127090301003,226.341484827179
233.612040133779,236.650556932413
234.096989966555,244.695736690803
234.581939799331,250.210210850152
235.066889632107,252.979015412281
235.551839464883,252.842248630796
236.036789297659,249.697009416446
236.521739130435,243.498156262221
237.006688963211,234.25799057943
237.491638795987,222.04496771585
237.976588628763,206.981531247564
238.461538461538,189.241154168122
238.946488294314,169.04465724514
239.43143812709,146.655862810372
239.916387959866,122.376633893457
240.401337792642,96.5413455520211
240.886287625418,69.5108383576192
241.371237458194,41.6659133006571
241.85618729097,13.4004421138743
242.341137123746,-14.8858142607402
242.826086956522,-42.7945655710225
243.311036789298,-69.9363964569089
243.795986622074,-95.9380628027184
244.28093645485,-120.449514594493
244.765886287625,-143.15047249633
245.250836120401,-163.756385806752
245.735785953177,-182.023608122733
246.220735785953,-197.753643918389
246.705685618729,-210.796343718462
247.190635451505,-221.051956457797
247.675585284281,-228.471983389216
248.160535117057,-233.058816671652
248.645484949833,-234.864185540554
249.130434782609,-233.986471745302
249.615384615385,-230.566991884194
250.100334448161,-224.785375772537
250.585284280936,-216.854195762427
251.070234113712,-207.013021084016
251.555183946488,-195.522083275927
252.040133779264,-182.655743477028
252.52508361204,-168.695949973974
253.010033444816,-153.925865456221
253.494983277592,-138.623828689737
253.979933110368,-123.057795738309
254.464882943144,-107.480382519008
254.94983277592,-92.1246045237324
255.434782608696,-77.2003821299993
255.919732441472,-62.8918521804081
256.404682274247,-49.3554994701446
256.889632107023,-36.7190963692131
257.374581939799,-25.0814158031752
257.859531772575,-14.512662845529
258.344481605351,-5.05555368828582
258.829431438127,3.2730419681067
259.314381270903,10.4799879220941
259.799331103679,16.5933957367043
