Wavelength(nm),Δε_Gaussian,Δε_Lorentzian,Δε_Voigt
205.0,-108.50046994712736,-72.56889333378713,-44.656367687785774
205.48494983277592,-110.17848985079898,-78.38707251319936,-44.4774180683722
205.96989966555182,-110.60885460953565,-84.15714245202172,-44.05032230709518
206.45484949832772,-109.6803494597778,-89.62864639468388,-43.37084470326523
206.93979933110361,-107.30792804914208,-94.46587313396414,-42.43905417970205
207.4247491638795,-103.43777148453525,-98.24467259849636,-41.25962777794041
207.90969899665544,-98.05163141622934,-100.46485823133035,-39.842053749274974
208.39464882943133,-91.1702197032499,-100.58482266779122,-38.20072083763873
208.87959866220734,-82.85543468445535,-98.08163700507018,-36.35488338138517
209.36454849498324,-73.21125411988247,-92.53335900816064,-34.328495486743925
209.84949832775914,-62.38317585854129,-83.71145709570268,-32.14991162509267
210.33444816053515,-50.556146865156364,-71.66280959158652,-29.851455429766663
210.81939799331104,-37.95098641178003,-56.75670262911258,-27.46886304432093
211.30434782608694,-24.819376589349233,-39.676321357300814,-25.04061191724869
211.78929765886286,-11.437559186708977,-21.347306095717677,-22.607150257162306
212.27424749163876,1.901061181717482,-2.8146483937504216,-20.21004627059348
212.75919732441466,14.894155375092984,14.903414830603054,-17.891079628760302
213.24414715719055,27.239255916851416,30.94746395051909,-15.69130019920353
213.72909698996645,38.64276973582603,44.70298248813083,-13.650080812535705
214.21404682274238,48.82888309039817,55.82542438469913,-11.80419162933951
214.69899665551836,57.54802657113858,64.21015439851593,-10.186923483531936
215.18394648829428,64.58458527220509,69.9286109943786,-8.827286404745395
215.66889632107018,69.76357018257094,73.15635012581365,-7.749307404203988
216.1538461538462,72.95600971302147,74.11264337270067,-6.97144862688586
216.63879598662209,74.08287263842348,73.02044498307939,-6.506163243806898
217.12374581939798,73.11739282652852,70.08561815006438,-6.359602128179076
217.60869565217388,70.08572899628618,65.48866210924243,-6.531479596689589
218.0936454849498,65.06595645520048,59.381362127917136,-7.015101485483485
218.5785953177257,58.18544952518414,51.88361155791587,-7.797553759090585
219.0635451505016,49.61677069262437,43.08021456373671,-8.860044906872481
219.5484949832775,39.57223331288998,33.02170484766135,-10.178390743032029
220.0334448160534,28.297347310062683,21.73531331462831,-11.723626053364187
220.5183946488294,16.063390554671606,9.251054641222087,-13.462723962520412
221.0033444816053,3.159371749936617,-4.356674452782378,-15.359401040038088
221.4882943143813,-10.116336586630092,-18.918524142362248,-17.37498410164229
221.9732441471572,-23.46441400833292,-34.124101584966176,-19.469313441982543
222.45819397993313,-36.59278328913848,-49.497462042071,-21.6016568709989
222.94314381270902,-49.224319859426004,-64.40885457045427,-23.731609401751285
223.42809364548492,-61.103847424598705,-78.12834987380502,-25.819954706441266
223.91304347826082,-72.00421966117678,-89.9140194685918,-27.829466446528972
224.3979933110367,-81.73132571130195,-99.11554299400962,-29.725630196668522
224.88294314381264,-90.12789942368153,-105.26845632595116,-31.477269806811055
225.36789297658854,-97.07605738287508,-108.157006630155,-33.05706555511043
225.85284280936446,-102.49853711902853,-107.83331654130562,-34.44195520094698
226.33779264214044,-106.35865284763136,-104.5930600975599,-35.61341291426046
226.82274247491634,-108.65903001018926,-98.91833472073836,-36.55760489840541
227.30769230769235,-109.43922018898253,-91.40373620703743,-37.26542420989062
227.79264214046825,-108.77233319078384,-82.68138086076104,-37.73241069194638
228.27759197324417,-106.76085196139154,-73.35657403471629,-37.95856497747236
228.76254180602007,-103.5318174827294,-63.96053641049197,-37.94806809642216
229.24749163879596,-99.23158420520296,-54.921958870644,-37.70892027976023
229.73244147157186,-94.02035152431145,-46.555921684755816,-37.25251404557441
230.21739130434776,-88.0666733513332,-39.06683345984161,-36.593157564416245
230.70234113712365,-81.54213637353163,-32.561186758053104,-35.747564634546556
231.18729096989958,-74.61637894399293,-27.065785216112726,-34.734327378825576
231.67224080267556,-67.45259781165197,-22.547483551154784,-33.57338704801178
232.15719063545146,-60.203660493910014,-18.931318206732794,-32.28551714116998
232.64214046822738,-53.00890859126009,-16.115139488185136,-30.89183150670632
233.12709030100336,-45.991703424044935,-13.980311006489533,-29.413328250583223
233.6120401337793,-39.25773171118643,-12.399344200162249,-27.87047824012519
234.09698996655518,-32.894057185849206,-11.242042175868797,-26.282864842453993
234.5819397993311,-26.968875444291918,-10.381605294664503,-24.66887936338359
235.066889632107,-21.53190508546844,-9.701353038683349,-23.045474536895846
235.5518394648829,-16.61532914602379,-9.10169261910951,-21.427976429389002
236.0367892976588,-12.235187456943597,-8.506198111570873,-19.829953327562137
236.5217391304347,-8.393112990948772,-7.865441888929149,-18.263138621723755
237.0066889632106,-5.078303355793824,-7.157561306616588,-16.737403411063358
237.4916387959866,-2.269621852118991,-6.385260365663496,-15.26077356325265
