Wavelength(nm),Δε_Gaussian,Δε_Lorentzian,Δε_Voigt
202.0,19.662930384383607,14.613920439464557,18.183637267772834
202.39464882943145,21.42400420027991,15.597382149726622,18.89995472329963
202.7892976588629,23.269595205362926,16.648764148925718,19.622890249203834
203.18394648829434,25.195845523004394,17.764569081156772,20.35003148817545
203.57859531772579,27.197903272011,18.938756798929447,21.07876605771524
203.97324414715717,29.26988560011984,20.162874992386087,21.806286472685155
204.36789297658862,31.404849081496216,21.426536128926962,22.52959716378972
204.76254180602007,33.59476840205897,22.718250761988884,23.245523670039823
205.1571906354515,35.83052429273328,24.02654980558706,23.950724064687574
205.55183946488296,38.101901702469355,25.34124002922725,24.641702653342552
205.9464882943144,40.397599225517965,26.6545630132371,25.31482596002196
206.34113712374585,42.70525080576999,27.96199878058024,25.966340991800916
206.73578595317724,45.01146072928972,29.262494714358223,26.592395745619154
207.1304347826087,47.301852878602965,30.558010462223766,27.18906189181321
207.52508361204013,49.561135153099336,31.852424814005893,27.752359538284473
207.91973244147158,51.77317985374722,33.15000430788573,28.27828394715217
208.31438127090303,53.921120682607416,34.453735865256306,28.762834042606737
208.70903010033447,55.98746681490946,35.76384510019218,29.202042514879018
209.10367892976586,57.954234261617174,37.07675627597994,29.59200729125342
209.4983277591973,59.803094452998565,38.38462603197883,29.928924111421587
209.89297658862878,61.51553964017433,39.67544356325817,30.209119911813033
210.2876254180602,63.0730643353789,40.93357653349027,30.429086692528223
210.68227424749165,64.45736159829893,42.14058221893812,30.585515511859345
211.0769230769231,65.65053253302338,43.276104734992835,30.675330227877865
211.47157190635454,66.63530689760795,44.31872990727753,30.695720584983025
211.86622073578596,67.39527225763261,45.24674396608915,30.64417422642623
212.2608695652174,67.91510864977585,46.03881023372018,30.51850720241953
212.65551839464885,68.18082527600153,46.67461353024797,30.31689253823334
213.05016722408027,68.17999533918452,47.13551283776325,30.037886428341224
213.44481605351172,67.90198477313086,47.40519493212612,29.680451631754067
213.83946488294316,67.33817033032744,47.470258230941845,29.24397766064433
214.23411371237458,66.48214228526031,47.3206085186493,28.728297379504898
214.62876254180603,65.32988690462832,46.94954362194965,28.133699665565494
215.02341137123747,63.87994384150871,46.353453139095315,27.460937822953788
215.4180602006689,62.13353373957532,45.531150243817216,26.711233492908146
215.81270903010034,60.09465159416497,44.48295491839453,25.88627585977175
216.20735785953178,57.770121814399225,43.20972449872908,24.98821601685592
216.6020066889632,55.169611466009805,41.7120494813827,24.01965642666651
