Wavelength(nm),Δε_Gaussian,Δε_Lorentzian,Δε_Voigt
205.0,-178.72935896964867,-119.04081104003869,-76.63993317058592
205.4849498327759,-182.8911110891376,-127.71783159186158,-76.84473500901689
205.96989966555182,-185.54759452771015,-136.08842552714725,-76.69561695485096
206.45484949832772,-186.56473865694414,-143.76566650820885,-76.18032572142282
206.93979933110364,-185.83655719842878,-150.277898334353,-75.29110371534033
207.42474916387954,-183.28979314969493,-155.08303885721017,-74.02503142253255
207.90969899665544,-178.88772807992862,-157.60048140815505,-72.38427496438419
208.39464882943145,-172.6329589974387,-157.2629538525203,-70.37622792733512
208.87959866220737,-164.56898192479582,-153.58622463319165,-68.01353950621986
209.36454849498327,-154.78046719164905,-146.2485729230622,-65.31402435293509
209.84949832775916,-143.3921651864792,-135.16611675580822,-62.3004531649046
210.33444816053517,-130.56644024318285,-120.54661570712155,-59.00022684121764
210.8193979933111,-116.4994914051571,-102.90529380549225,-55.444940825516426
211.304347826087,-101.416378707646,-83.03257112431304,-51.669849886600545
211.7892976588629,-85.56502902861801,-61.91442301254538,-47.71324690672608
212.27424749163882,-69.20944335621373,-40.61833572328386,-43.61577211135463
212.7591973244147,-52.622364787340295,-20.16726721822575,-39.41967145904206
213.24414715719064,-36.077691571231846,-1.427128463736953,-35.16802451762669
213.72909698996654,-19.842930632615765,14.971064017149416,-30.90396301466136
214.21404682274243,-4.171983655244289,28.66328441375556,-26.669901331505237
214.69899665551836,10.70145976855499,39.539758023122886,-22.506799512797524
215.18394648829425,24.56967813529759,47.69818595998369,-18.45347792240192
215.66889632107018,37.255621427283415,53.3789004815054,-14.546000563080195
216.1538461538462,48.61641108431146,56.89791081209394,-10.817141389030319
216.63879598662209,58.545542643995105,58.589928837220256,-7.295944801254584
217.12374581939798,66.97375691413573,58.7678543926639,-4.007388066093318
217.6086956521739,73.86860495902859,57.6999371896475,-0.9721497882297184
218.09364548494992,79.23278818558785,55.60237510558231,1.7935150454273134
218.5785953177258,83.1014046575257,52.64388420097374,4.277796406552097
219.0635451505017,85.5382741633079,48.95908769927223,6.473253098787346
219.54849498327764,86.63154580629207,44.668066702165284,8.37664810546951
220.03344481605353,86.48881190353363,39.89900196529804,9.988706653233871
220.51839464882946,85.23196036569914,34.809445137217324,11.313809969592159
221.00334448160535,82.9919947195233,29.60038691071201,12.359638845404229
221.48829431438125,79.90403734689535,24.51731369541085,13.136781630932566
221.97324414715717,76.10270866975964,19.834721530353008,13.658321213553133
222.45819397993307,71.71804461537863,15.82489285321601,13.93941488869554
222.94314381270897,66.87207872711863,12.71691658079575,13.9968799078559
223.4280936454849,61.67617585790805,10.656100355238586,13.848795951097479
223.91304347826082,56.22916363233912,9.675219096375411,13.514133921680523
224.39799331103683,50.616267832252966,9.68636017124245,13.012418400239198
224.88294314381272,44.908820405161784,10.495938816014087,12.363428930383979
225.36789297658862,39.164675506222096,11.838077503273562,11.586943139067314
225.85284280936452,33.429241134049335,13.41617549386493,10.702522618459968
226.33779264214053,27.737012425366025,14.941428455512355,9.729340595141833
226.82274247491642,22.11347808197628,16.160291377052012,8.686048756521572
227.30769230769235,16.57726390053383,16.868302550948947,7.590679246500349
227.79264214046827,11.142376802832183,16.912597264856377,6.460576817783238
228.27759197324417,5.820418654781306,16.188084151838975,5.312355454223181
228.76254180602007,0.6226507851116824,14.632371694731056,4.161873453106138
229.24749163879596,-4.43819347186734,12.222885849122662,3.0242209682310643
229.7324414715719,-9.346430776950509,8.97727464434497,1.913714329806231
230.2173913043478,-14.082344283713887,4.956053627346726,0.843892034802271
230.7023411371237,-18.621530690167194,0.26511743362367396,-0.17249190911398182
231.1872909698996,-22.934689921833844,-4.944484958102918,-1.1234806579229226
231.6722408026755,-26.987846584872983,-10.481324670249633,-1.997935554254429
232.15719063545143,-30.74297143105663,-16.123365016019864,-2.785566750403173
232.64214046822744,-34.158953062222,-21.631847269599717,-3.4769736221285954
233.12709030100336,-37.1928556213591,-26.767577252663838,-4.063694172669199
