Wavelength(nm),Δε_Gaussian,Δε_Lorentzian,Δε_Voigt
205.0,-174.3188278484269,-99.37524192764106,-93.31590411781454
205.48494983277598,-188.37828536775527,-107.60125256852648,-96.15368200503266
205.96989966555176,-201.93156631750293,-116.14073649726791,-98.63831728346914
206.45484949832775,-214.65683359393105,-124.96297096730078,-100.71509301920936
206.93979933110373,-226.2135230748314,-134.05298988686755,-102.3313185093545
207.42474916387962,-236.2517774806393,-143.40465203652732,-103.43768780839785
207.9096989966555,-244.42357277672664,-152.9995662327878,-103.98967300080415
208.39464882943147,-250.39520719768566,-162.77085325807917,-103.94890736827192
208.87959866220737,-253.86069795073593,-172.55426144076807,-103.28450922827331
209.36454849498327,-254.5555191183957,-182.03239312258225,-101.97429468182251
209.84949832775922,-252.27002623702873,-190.68126202923253,-100.00582713560176
210.33444816053512,-246.86185776475517,-197.73354449073025,-97.37725349611681
210.81939799331101,-238.2665888159065,-202.17965682271893,-94.097881492607
211.304347826087,-226.50594327935443,-202.83194493611566,-90.18845965472498
211.78929765886286,-211.69294871213634,-198.4706916372718,-85.68113088570774
212.27424749163876,-194.03354252727206,-188.06698922350193,-80.61904201733418
212.75919732441474,-173.82430252751982,-171.04089176282335,-75.05560475439981
213.24414715719064,-151.44617078172396,-147.48161544111213,-69.05341743808533
213.7290969899665,-127.35425523251322,-118.2522297618889,-62.682871412777246
214.2140468227425,-102.06401420976773,-84.93290461906297,-56.020479749259515
214.69899665551839,-76.13434017760373,-49.60974767050848,-49.14697892775188
215.18394648829428,-50.148245807312584,-14.563559183958459,-42.1452651205273
215.66889632107026,-24.692004604376795,18.06430673662396,-35.098235318146195
216.15384615384613,-0.333699223681716,46.55462998281519,-28.08660921707472
216.63879598662203,22.397823791405195,69.7873797766245,-21.18681018240401
217.123745819398,43.03260679899702,87.28882193904666,-14.468982544840806
217.6086956521739,61.17692502097551,99.15796292239304,-7.995217999284424
218.09364548494977,76.52752665387601,105.91046005668727,-1.8180561410411917
218.57859531772576,88.88213820804759,108.29244454702066,4.020686424860335
219.06354515050165,98.1457994904126,107.11230926463348,9.490716917621125
219.54849498327755,104.33280604515986,103.12049023540196,14.57367034354939
220.0334448160535,107.5642546445181,96.94590477902219,19.263105450145062
220.5183946488294,108.06139645584416,89.08144838884175,23.564097473183814
221.0033444816053,106.13519118235774,79.90289292818623,27.49244794491281
221.48829431438128,102.17261439237632,69.7045407210839,31.073546137009014
221.97324414715726,96.62039271517872,58.73840405588293,34.340929252383106
222.45819397993304,89.96692376419294,47.24894280855259,37.33459876203882
